train_time,test_time,mean_auc,sem_auc,t_value_vs_0.5,cluster_corrected_significant
-0.274,-0.22199999999999998,0.5100180780385882,0.00528817980947293,1.8944284043901956,0
-0.274,-0.21999999999999997,0.5105169076664217,0.00518570651853187,2.0280568576023152,0
-0.274,-0.21799999999999997,0.5112394176989673,0.005057165117516831,2.222473942967859,0
-0.274,-0.216,0.5114234334048561,0.005115294984432596,2.233191524559394,0
-0.274,-0.214,0.5104504802481215,0.005343355334890307,1.9557898723080105,0
-0.274,-0.212,0.5092195437678165,0.005820444319663658,1.5839931217397554,0
-0.274,-0.21,0.5076395755793441,0.006284824660154816,1.2155590636884985,0
-0.274,-0.208,0.5067979935991778,0.006737504551880483,1.0089779601381323,0
-0.274,-0.206,0.5058920302901248,0.00731695172849428,0.8052575045943817,0
-0.274,-0.204,0.5048990340993241,0.007978073201895175,0.6140623149660193,0
-0.274,-0.20199999999999999,0.5035776608783747,0.008355752687900484,0.4281673970024597,0
-0.274,-0.19999999999999998,0.5022717130509977,0.008309284640978062,0.2733945398614285,0
-0.274,-0.19799999999999998,0.5016826703713554,0.007840895166689881,0.21460181976462736,0
